,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
478,Marrakesh,MA,31.6315,-8.0083,68.07,60,75,8.05,broken clouds
479,Sioux Lookout,CA,50.1001,-91.917,19.47,27,20,2.3,few clouds
480,Saint-Augustin,CA,51.226,-58.6502,32.79,100,100,6.46,overcast clouds
481,Aksarka,RU,66.5606,67.7975,26.74,96,100,11.56,light snow
482,Lanzhou,CN,36.0564,103.7922,49.89,41,100,10.76,overcast clouds
483,Nantucket,US,41.2835,-70.0995,35.71,38,75,23.02,broken clouds
484,Prado,BR,-17.3411,-39.2208,82.31,68,54,7.02,broken clouds
485,Miracema Do Tocantins,BR,-9.5618,-48.3967,81.57,86,100,1.54,moderate rain
486,Biograd Na Moru,HR,43.9433,15.4519,54.75,82,7,5.48,clear sky
487,Tadine,NC,-21.55,167.8833,76.24,79,54,10.09,broken clouds
488,Grobina,LV,56.5352,21.1678,42.58,81,0,9.22,clear sky
489,Bitung,ID,1.4451,125.1824,77.85,82,100,2.06,overcast clouds
490,Naze,JP,28.3667,129.4833,63.52,85,100,17.58,light rain
491,Mendeleyevo,RU,56.0333,37.2167,35.38,100,100,8.95,heavy shower snow
492,Tezu,IN,27.9167,96.1667,70.16,54,74,4.18,broken clouds
493,Lagoa,PT,39.05,-27.9833,59.61,76,6,6.96,clear sky
494,Uyar,RU,55.81,94.3153,7.61,95,91,2.08,overcast clouds
495,Ascension,US,30.2169,-90.9001,83.07,54,75,9.22,broken clouds
496,Praxedis Guerrero,MX,31.3667,-106.0167,80.58,6,100,9.93,overcast clouds
497,Asadabad,IR,34.7824,48.1185,42.75,39,0,2.24,clear sky
498,Jitauna,BR,-14.0189,-39.8889,89.85,35,100,7.07,overcast clouds
499,San Martin,AR,-33.081,-68.4681,86.54,16,0,7.0,clear sky
500,College,US,64.8569,-147.8028,31.98,53,75,8.05,broken clouds
501,Villaviciosa,ES,43.4813,-5.4357,60.96,98,100,0.78,overcast clouds
502,Namatanai,PG,-3.6667,152.4333,79.27,82,100,4.07,light rain
503,Aasiaat,GL,68.7098,-52.8699,29.12,82,11,3.29,few clouds
504,Damascus,SY,33.5102,36.2913,50.76,37,0,4.72,clear sky
505,Mabalacat,PH,15.2167,120.55,75.11,83,67,3.42,broken clouds
506,Thanh Hoa,VN,19.8,105.7667,66.97,87,100,0.96,overcast clouds
507,Quelimane,MZ,-17.8786,36.8883,78.75,94,75,2.3,broken clouds
508,Jardim,BR,-21.4803,-56.1381,89.91,50,61,1.48,broken clouds
509,Ojuelos De Jalisco,MX,21.8667,-101.5833,76.08,14,12,10.45,few clouds
510,Walvis Bay,NA,-22.9575,14.5053,64.09,74,44,4.0,scattered clouds
511,Nizhniy Kuranakh,RU,58.8353,125.4869,14.83,96,100,4.12,light snow
512,Roccastrada,IT,43.0099,11.1665,52.95,86,0,2.82,clear sky
513,Ca Mau,VN,9.1769,105.15,79.45,80,81,3.4,broken clouds
514,North Bend,US,43.4065,-124.2243,61.25,93,100,11.5,overcast clouds
515,Ahipara,NZ,-35.1667,173.1667,61.75,87,4,6.58,clear sky
516,Auki,SB,-8.7676,160.7034,78.51,86,100,4.32,overcast clouds
517,Kloulklubed,PW,7.0419,134.2556,82.04,76,80,13.4,broken clouds
518,Goderich,CA,43.7501,-81.7165,22.91,68,100,20.71,overcast clouds
519,Dingle,PH,10.9995,122.6711,77.04,89,100,7.83,overcast clouds
520,Merke,KZ,42.8728,73.1786,43.2,63,4,7.25,clear sky
521,Benjamin Hill,MX,30.1667,-111.1,76.62,14,100,18.88,overcast clouds
522,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,76.26,45,0,6.85,clear sky
523,Humaita,BR,-7.5061,-63.0208,86.94,70,38,1.45,scattered clouds
524,Kolyshley,RU,52.7005,44.5367,25.59,95,100,21.41,light snow
525,Bellevue,US,47.6104,-122.2007,57.15,85,100,8.05,overcast clouds
526,Ekibastuz,KZ,51.6667,75.3667,24.19,89,100,9.33,light snow
527,Puerto Narino,CO,-3.7703,-70.3831,73.22,99,100,2.51,overcast clouds
528,Ravar,IR,31.2656,56.8055,58.6,15,0,6.96,clear sky
529,Muroto,JP,33.2833,134.15,54.97,63,100,10.96,overcast clouds
530,Vryburg,ZA,-26.9566,24.7284,69.78,42,0,9.33,clear sky
531,Tanout,NE,14.9709,8.8879,76.78,5,1,11.52,clear sky
532,Inongo,CD,-1.95,18.2667,72.01,95,100,10.96,moderate rain
533,Bilibino,RU,68.0546,166.4372,-23.39,97,11,4.94,few clouds
534,Honningsvag,NO,70.9821,25.9704,29.95,80,75,28.77,light snow
535,Lake City,US,30.1897,-82.6393,82.62,47,0,9.22,clear sky
536,Axim,GH,4.8699,-2.2405,80.73,86,99,7.47,light rain
537,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,80,75,6.71,broken clouds
538,Kysyl-Syr,RU,63.8986,122.7617,-6.2,100,100,3.74,overcast clouds
539,Oktyabrskiy,RU,54.4815,53.471,8.76,97,34,6.73,scattered clouds
540,Acajutla,SV,13.5928,-89.8275,86.72,53,53,11.21,broken clouds
541,Taltal,CL,-25.4,-70.4833,68.74,72,25,7.0,scattered clouds
542,Kunming,CN,25.0389,102.7183,57.13,62,0,13.42,clear sky
543,Singkawang,ID,0.9,109.0,76.51,89,88,2.71,overcast clouds
544,Sabla,NG,12.7525,4.7077,85.39,4,4,10.09,clear sky
545,Kytmanovo,RU,53.4593,85.4479,26.82,97,100,3.96,overcast clouds
546,Srandakan,ID,-7.9386,110.2506,76.39,87,100,3.31,light rain
547,Grand-Lahou,CI,5.1367,-5.0242,81.25,86,95,10.78,overcast clouds
548,Bud,US,39.447,-86.1758,43.9,42,83,8.57,broken clouds
549,Monrovia,LR,6.3005,-10.7969,83.97,85,100,5.53,light rain
550,Wukari,NG,7.85,9.7833,85.35,11,42,4.88,scattered clouds
551,Olenegorsk,RU,68.15,33.3,17.04,95,100,5.84,light snow
552,Izumo,JP,35.3667,132.7667,46.35,67,100,7.7,overcast clouds
553,Puerto El Triunfo,SV,13.2833,-88.55,87.58,51,66,12.84,broken clouds
554,Jeremoabo,BR,-10.075,-38.4808,88.47,41,88,13.29,overcast clouds
555,Dunedin,NZ,-45.8742,170.5036,61.81,91,100,3.27,overcast clouds
556,Hudiksvall,SE,61.729,17.1036,27.46,80,100,9.84,light snow
557,Prince George,CA,53.9166,-122.753,47.25,45,0,3.44,clear sky
558,Kargasok,RU,59.0556,80.8572,16.79,97,64,7.0,broken clouds
559,Bangassou,CF,4.7413,22.8184,82.04,19,88,2.15,overcast clouds
560,Sur,OM,22.5667,59.5289,80.89,49,1,4.92,clear sky
561,Camacupa,AO,-12.0167,17.4833,65.35,88,100,3.69,overcast clouds
562,Calvia,ES,39.5657,2.5062,57.67,73,100,7.31,overcast clouds
563,Moussoro,TD,13.6408,16.4901,77.92,5,10,13.11,clear sky
564,Meulaboh,ID,4.1363,96.1285,77.59,84,41,2.93,scattered clouds
565,Butia,BR,-30.1197,-51.9622,84.61,31,0,5.41,clear sky
566,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,75,21.85,broken clouds
567,Popondetta,PG,-8.7537,148.2534,72.25,96,100,2.62,moderate rain
568,Sackville,CA,45.9188,-64.3846,45.18,72,100,9.01,light rain
569,Klaksvik,FO,62.2266,-6.589,34.72,89,100,11.05,light snow
570,Qaqortoq,GL,60.7167,-46.0333,35.33,66,89,3.58,overcast clouds
571,Ano Poroia,GR,41.2833,23.0333,51.87,72,100,1.97,overcast clouds
572,Kalawit,PH,8.0667,122.5167,77.52,87,100,7.38,overcast clouds
573,Moyale,KE,3.5167,39.0584,76.96,38,86,7.92,overcast clouds
574,Qasigiannguit,GL,68.8193,-51.1922,35.87,77,9,6.87,clear sky
575,Clarence Town,AU,-32.5833,151.7833,71.85,98,100,2.66,light rain
576,Jiujiang,CN,29.7333,115.9833,56.82,82,1,5.91,clear sky
577,Vao,NC,-22.6667,167.4833,77.34,68,100,13.8,overcast clouds
578,Porto Velho,BR,-8.7619,-63.9039,89.65,51,40,8.05,scattered clouds
579,Vestmannaeyjar,IS,63.4427,-20.2734,38.39,81,100,33.38,overcast clouds
580,Calabozo,VE,8.9242,-67.4293,95.2,31,100,7.63,overcast clouds
581,Riyadh,SA,24.6877,46.7219,66.34,16,0,9.13,clear sky
582,Pacifica,US,37.6138,-122.4869,62.64,76,75,9.22,haze
583,Clarksdale,US,34.2001,-90.5709,67.91,39,20,6.91,few clouds
584,Goryachegorsk,RU,55.4053,88.9154,24.49,93,100,3.18,overcast clouds
585,Belyy Yar,RU,53.6039,91.3903,22.86,71,96,2.24,smoke
586,San Pedro,PH,14.35,121.0167,82.35,78,40,6.91,scattered clouds
587,Leeuwarden,NL,53.2014,5.8086,46.0,92,100,9.22,mist
588,Neiafu,TO,-18.65,-173.9833,81.28,89,75,13.8,broken clouds
589,Itoman,JP,26.1247,127.6694,66.22,96,100,11.5,light rain
590,Marienburg,PL,54.0359,19.0266,45.12,78,5,14.83,clear sky
591,Gedo,ET,9.0167,37.45,60.57,37,89,4.83,overcast clouds
592,Wahpeton,US,46.2652,-96.6059,34.52,55,75,25.32,broken clouds
593,Kaoma,ZM,-14.7833,24.8,66.36,96,100,4.27,light rain
594,Tomatlan,MX,19.9333,-105.25,92.62,21,13,9.69,few clouds
595,Ermoupolis,GR,37.4423,24.9425,60.37,82,98,5.75,overcast clouds
596,Fort Frances,CA,48.5999,-93.4003,29.16,42,27,3.0,scattered clouds
597,Marana,US,32.4367,-111.2254,78.19,13,40,8.05,scattered clouds
598,Bundaberg,AU,-24.85,152.35,66.49,96,2,6.91,clear sky
599,Talakan,RU,50.3167,130.3667,22.6,93,100,3.22,overcast clouds
600,Kuito,AO,-12.3833,16.9333,62.69,87,98,1.88,overcast clouds
601,Ovalle,CL,-30.5983,-71.2003,83.46,28,0,7.23,clear sky
602,Zyryanka,RU,65.75,150.85,-20.24,100,100,1.97,overcast clouds
603,Yangambi,CD,0.8102,24.4336,79.56,59,100,1.68,overcast clouds
604,Swan Hill,AU,-35.3378,143.5544,59.97,75,0,6.53,clear sky
605,Aksu,CN,41.1231,80.2644,54.28,33,100,8.48,overcast clouds
606,North Platte,US,41.1239,-100.7654,58.12,36,0,17.0,clear sky
607,Namie,JP,37.4833,141.0,39.72,80,100,2.73,overcast clouds
608,Jinchang,CN,38.4953,102.1739,43.23,46,100,12.19,overcast clouds
609,Troitskoye,RU,52.9821,84.6757,30.52,99,100,5.3,overcast clouds
610,Tessalit,ML,20.1986,1.0114,88.48,7,98,11.7,overcast clouds
611,Paragominas,BR,-2.9667,-47.4833,80.29,89,90,0.47,overcast clouds
612,Cam Ranh,VN,11.9214,109.1591,78.76,73,20,5.75,few clouds
613,Vezirkopru,TR,41.1436,35.4547,43.29,70,4,0.07,clear sky
614,Vila Velha,BR,-20.3297,-40.2925,85.95,76,0,16.11,clear sky
615,Griffith,US,41.5284,-87.4237,37.13,55,0,16.11,clear sky
616,Manaus,BR,-3.1019,-60.025,77.49,94,100,5.75,moderate rain
617,Gewane,ET,10.1664,40.6453,83.32,19,1,17.0,clear sky
618,Saquarema,BR,-22.92,-42.5103,82.54,85,100,4.38,overcast clouds
619,Spiridonovka,RU,53.0925,50.6462,17.47,90,100,10.02,overcast clouds
620,Tsiroanomandidy,MG,-18.7667,46.0333,69.8,95,100,1.16,light rain
621,Royan,FR,45.6285,-1.0281,61.83,58,100,3.76,overcast clouds
622,Matamoros,MX,25.5333,-103.25,84.81,10,100,1.25,overcast clouds
623,Le Port,RE,-20.9373,55.2919,78.8,74,11,3.44,few clouds
624,Bayan,CN,46.0833,127.4,44.62,31,100,23.31,overcast clouds
625,Havelock,US,34.8791,-76.9013,57.97,38,0,17.27,clear sky
626,Palauig,PH,15.435,119.9045,80.47,72,22,4.81,few clouds
627,Westport,US,41.1415,-73.3579,32.76,43,100,15.01,overcast clouds
628,Faya,SA,18.3851,42.4509,64.51,43,3,4.23,clear sky
629,Kirakira,SB,-10.4544,161.9205,79.77,86,99,4.83,overcast clouds
630,Ambilobe,MG,-13.2,49.05,74.57,94,25,3.47,scattered clouds
631,Phan Thiet,VN,10.9333,108.1,77.47,86,43,6.98,scattered clouds
632,Ourossogui,SN,15.6064,-13.3211,105.8,16,0,9.22,clear sky
633,Jizan,SA,17.3333,42.6667,83.34,53,0,2.91,clear sky
634,Aloja,LV,57.7669,24.8825,37.67,73,44,11.39,scattered clouds
635,Tilichiki,RU,60.4667,166.1,20.89,85,95,33.67,light snow
636,Shenjiamen,CN,29.9576,122.298,50.36,67,100,4.07,overcast clouds
637,Blackwater,AU,-23.5833,148.8833,69.48,54,7,5.41,clear sky
638,Baduria,IN,22.7417,88.7858,82.33,95,45,8.88,scattered clouds
639,Saint-Louis,SN,16.3333,-15.0,94.64,22,100,12.1,overcast clouds
640,Ulverstone,AU,-41.15,146.1667,63.21,90,99,6.04,overcast clouds
641,Guaymas,MX,27.9333,-110.9,83.88,47,67,12.97,broken clouds
642,Honiara,SB,-9.4333,159.95,77.81,89,100,2.75,overcast clouds
643,Nueva Loja,EC,0.0847,-76.8828,82.42,69,75,3.44,broken clouds
644,Valley Station,US,38.1112,-85.8702,49.15,33,75,3.44,broken clouds
645,Lucapa,AO,-8.4192,20.7447,68.76,92,57,1.25,broken clouds
646,Barmer,IN,25.75,71.3833,81.57,23,5,10.8,clear sky
647,Kitgum,UG,3.2783,32.8867,73.2,71,100,2.91,overcast clouds
648,Shache,CN,38.4167,77.2406,57.18,32,69,9.37,broken clouds
649,Turan,VN,16.0678,108.2208,73.38,78,75,2.3,broken clouds
650,Pravda,RU,46.9396,142.009,34.02,73,2,10.71,clear sky
651,Kropotkin,RU,45.4375,40.5756,35.49,69,3,16.28,clear sky
652,Andrelandia,BR,-21.7397,-44.3092,74.7,81,60,2.82,broken clouds
653,Coihaique,CL,-45.5752,-72.0662,47.01,87,100,12.66,light intensity shower rain
654,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,78,75,13.8,broken clouds
655,Yatou,CN,37.15,122.3833,39.47,75,0,8.97,clear sky
656,Yarmouth,US,41.7057,-70.2286,36.61,47,100,5.01,overcast clouds
657,Jalingo,NG,8.8833,11.3667,84.69,11,44,4.52,scattered clouds
658,Broome,US,42.2506,-75.833,22.66,54,100,7.0,overcast clouds
659,Labuhan,ID,-6.8844,112.2051,76.51,90,99,7.7,overcast clouds
660,Kolobrzeg,PL,54.1757,15.5834,45.97,75,7,19.93,clear sky
661,Valley City,US,46.9233,-98.0032,37.92,44,0,24.16,clear sky
662,Paita,PE,-5.0892,-81.1144,76.06,74,99,7.72,overcast clouds
663,Banjarmasin,ID,-3.3244,114.591,77.14,88,82,1.97,moderate rain
664,Xining,CN,36.6167,101.7667,40.95,33,100,4.97,overcast clouds
665,Ahuimanu,US,21.4447,-157.8378,76.19,80,50,7.81,light rain
666,Macomer,IT,40.262,8.7699,47.01,73,100,2.57,overcast clouds
667,Coruripe,BR,-10.1256,-36.1756,82.74,65,90,10.96,overcast clouds
668,Porto Novo,BJ,6.4965,2.6036,85.82,80,68,13.15,broken clouds
669,Taksimo,RU,56.3444,114.8794,7.23,87,82,5.86,broken clouds
670,Turbat,PK,26.0023,63.044,81.37,23,0,2.62,clear sky
671,Launceston,AU,-41.45,147.1667,58.33,88,40,11.5,scattered clouds
672,Rassvet,RU,46.8333,40.75,35.83,52,5,31.32,clear sky
673,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,93,100,4.61,overcast clouds
674,Dongtai,CN,32.8523,120.3095,39.04,79,0,7.81,clear sky
675,Bougouni,ML,11.417,-7.479,95.18,20,95,2.21,overcast clouds
676,Awjilah,LY,29.1081,21.2869,69.94,13,42,10.54,scattered clouds
677,Borovskoy,KZ,53.8,64.15,30.49,97,100,9.48,overcast clouds
678,Bata,GQ,1.8639,9.7658,80.46,89,20,2.3,few clouds
679,Whitecourt,CA,54.1502,-115.6855,38.44,87,100,2.3,overcast clouds
680,La Plata,AR,-34.9215,-57.9545,84.04,42,0,8.55,clear sky
681,Abonnema,NG,4.7084,6.7931,83.17,72,62,12.1,broken clouds
682,Pangnirtung,CA,66.1451,-65.7125,10.4,92,0,3.44,clear sky
683,Alyangula,AU,-13.8483,136.4192,69.67,94,57,0.0,broken clouds
684,Sorong,ID,-0.8833,131.25,80.85,80,92,6.82,overcast clouds
685,Ninghai,CN,29.2892,121.4247,47.53,91,100,1.39,overcast clouds
686,Fukue,JP,32.6881,128.8419,55.83,68,100,9.55,overcast clouds
687,Itarema,BR,-2.9248,-39.9167,74.19,94,100,11.36,overcast clouds
688,Toora-Khem,RU,52.4675,96.11,3.06,99,50,1.39,scattered clouds
689,Bathsheba,BB,13.2167,-59.5167,84.81,65,40,20.71,scattered clouds
690,Sabaudia,IT,41.3003,13.0282,60.93,78,8,8.79,clear sky
691,Forssa,FI,60.8146,23.6215,30.4,81,19,8.99,few clouds
692,Guiong,PH,6.4186,122.0258,78.82,84,100,3.78,overcast clouds
693,Manaure,CO,11.7751,-72.4445,86.85,55,100,18.39,overcast clouds
694,Inirida,CO,3.8653,-67.9239,73.92,98,100,3.0,overcast clouds
695,Yulara,AU,-25.2406,130.9889,71.44,23,35,8.05,scattered clouds
696,Miloslavskoye,RU,53.5815,39.4399,37.02,81,100,22.55,overcast clouds
697,Omboue,GA,-1.5746,9.2618,77.95,87,100,6.91,light rain
698,Huarmey,PE,-10.0681,-78.1522,76.53,72,35,12.35,scattered clouds
699,Kodinsk,RU,58.6881,99.1844,-2.06,100,69,0.83,broken clouds
700,Sisimiut,GL,66.9395,-53.6735,31.01,81,6,3.04,clear sky
701,Teya,RU,60.3778,92.6267,-5.87,100,100,3.22,overcast clouds
702,Antofagasta,CL,-23.65,-70.4,69.22,64,37,10.31,scattered clouds
703,Poum,NC,-20.2333,164.0167,80.67,80,100,19.39,overcast clouds
704,Udachnyy,RU,66.4167,112.4,-3.91,100,100,7.83,overcast clouds
705,Waidhofen,DE,48.5833,11.3333,57.72,41,40,2.3,scattered clouds
706,Mezhdurechensk,RU,53.6942,88.0603,31.8,97,100,3.83,overcast clouds
707,Kunnamkulam,IN,10.65,76.0833,80.49,85,4,3.51,clear sky
708,Westerland,DE,54.9079,8.3033,44.62,81,100,16.11,overcast clouds
709,Aksarayskiy,RU,46.7924,48.0119,31.19,42,7,11.68,clear sky
710,Freeport,US,40.6576,-73.5832,34.02,32,100,15.99,overcast clouds
711,San Jeronimo,PE,-11.9472,-75.2829,57.25,73,100,7.34,overcast clouds
712,Acapulco,MX,16.8634,-99.8901,86.95,34,0,9.44,clear sky
713,Pirovskoye,RU,57.6267,92.2658,6.75,97,72,3.87,broken clouds
714,Lagos,NG,6.5833,3.75,86.32,82,13,7.85,few clouds
715,Akureyri,IS,65.6835,-18.0878,28.33,64,75,9.22,broken clouds
